Bloomberg;@business;2021-12-27T14:40:08.000Z;Jokowi Builds Hospital to Recoup $7 Billion in Medical Tourism Indonesia is building a hospital that will be run in partnership with U.S.-based Mayo Clinic as part of a bid to recoup $7 billion in outbound medical tourism.;1;19
Bloomberg Retweeted;@luxury;2021-12-27T14:37:06.000Z;NYC’s Covid Surge Overtakes Broadway Shows, Museums Trying to Stay Open New York City’s museums, concerts and Broadway theaters are desperately trying to keep their doors open amid a surge in Covid-19 cases, but the onslaught is overwhelming a tourism industry that had...;3;8
Bloomberg;@business;2021-12-27T14:28:05.000Z;Microsoft, Salesforce Battle to Revitalize Customer Service Once-backwater call centers seen as ‘gold mine’ for software makers;4;10
Bloomberg;@business;2021-12-27T14:21:04.000Z;Didi Shares Slump After Insiders Blocked From Selling Stock;3;14
Bloomberg;@business;2021-12-27T13:49:04.000Z;Xenophobia Spills Into Japan’s Covid-Era Debate on Immigration Aging nation has sought to fill gaps with foreign workers;1;13
Bloomberg;@business;2021-12-27T13:27:04.000Z;Pregnant Women Come Last: When Vaccine Doubts Prove Fatal Here’s the latest news from the pandemic.;6;9
Bloomberg;@business;2021-12-27T13:22:51.000Z;Defending Champ US Holds Off Slovakia to Open World Juniors Red Deer, Alberta (AP) -- Boston University goalie Drew Commesso made 23 saves and the defending champion United States opened the world junior hockey championship with a 3-2 victory over Slovakia on...;3;7
Bloomberg;@business;2021-12-27T13:21:04.000Z;What Quarantine Is Like Inside Hong Kong's Bleak, High-Security Camp Omicron means more travelers, including those from the U.S., must isolate at the government-run facility;6;23
Bloomberg;@business;2021-12-27T13:19:28.000Z;Iraq’s Top Court Rejects Appeal Contesting Election Results Baghdad (AP) -- Iraq’s top court on Monday rejected an appeal filed by Iran-backed factions contesting the results of country's parliamentary elections held in October. The development marked another...;3;6
Bloomberg;@business;2021-12-27T13:03:37.000Z;Police Probe Video Linked to Windsor Castle Christmas Breach London (AP) -- British police said Monday they were investigating a video linked to a man armed with a crossbow who was arrested at Windsor Castle on Christmas Day.;6;15
Bloomberg;@business;2021-12-27T13:03:23.000Z;Covid Vaccination-Laggard Congo Plans Rapid Cholera Inoculations The Democratic Republic of Congo, a nation with one of the world’s lowest coronavirus inoculation rates, is planning to vaccinate 2 million people against cholera in six days, according to a statem...;5;15
Bloomberg;@business;2021-12-27T11:51:27.000Z;Fearing the Ax in 2022, CEOs Sweat Supply Chain More Than Covid The C-suite is a bundle of nerves this winter. A new survey shows that 72% of chief executive officers are worried about losing their jobs in 2022 because of business disruptions, tracking closely...;10;36
Bloomberg;@business;2021-12-27T11:50:09.000Z;Hungary's forint tumbles to a record low against the euro in light post-holiday volumes;2;4
Bloomberg;@business;2021-12-27T11:41:05.000Z;Italy, already suffering one of the industrialized world’s highest public debt burdens, has seen the coronavirus pandemic inflate it by 5,000 euros to 46,400 euros per capita;23;83
Bloomberg;@business;2021-12-27T11:34:03.000Z;Apple’s Next Step in Services Could Be New Bundles, Deeper Integration Hey everyone, it’s Mark. The next phase of Apple’s services push is likely to include deeper integration among offerings and more bundles. Also: Apple hires Facebook’s AR/VR communications chief as...;2;11
Bloomberg;@business;2021-12-27T11:10:34.000Z;JPMorgan Says Investors Too Bearish, Doesn’t See Stock Selloff There’s no reason to fear that the rally that catapulted U.S. stocks to successive records this year will end anytime soon, according to JPMorgan Chase & Co. strategists. In fact, more investors may...;9;17
Bloomberg;@business;2021-12-27T10:50:24.000Z;Bulgarian Shoppers Find Bargains in Turkey as Lira Struggles Edirne, Turkey (AP) -- Bulgarian shoppers are crossing Turkey’s western border in packed cars and buses, taking advantage of a declining Turkish lira to fuel their own shopping sprees.;8;36
Bloomberg;@business;2021-12-27T09:20:04.000Z;India’s Renewables Boom Set to Lift Power Exchange Spot Trading A surge in renewable energy in India is set to massively increase spot power trading, according to the country’s largest electricity bourse.;2;5
Bloomberg;@business;2021-12-27T09:13:55.000Z;Turkey’s Lira Slides Amid Questions Over Currency Defense Tool Turkey’s lira plummeted against the dollar as it strives for equilibrium in the wake of unprecedented rally last week spurred by the introduction of a new deposit tool to shield savers from a...;2;18
Bloomberg;@business;2021-12-27T08:59:03.000Z;Omicron’s Negative Markets Impact Has Been Dismissed Too Quickly The concepts of percentages and lagged data series are leading investors toward a complacent conclusion on omicron that doesn’t yet appear justified by empirical data.;4;5
Bloomberg;@business;2021-12-27T08:55:15.000Z;Taliban Aims To Boost Exports to Ease Crisis As Foreign Aid Ends The Taliban administration is working to boost exports to save the Afghan economy from collapse, with a government official saying international humanitarian aid alone won’t prevent the country from...;8;15
Bloomberg;@business;2021-12-27T08:43:04.000Z;European Stock Market Rebound Stalls Amid Omicron Worries European stocks were little changed on Monday following gains last week, as investors assess a surge of Covid-19 cases and the impact it may have on the economic recovery. The U.K. market will remain...;3;8
Bloomberg;@business;2021-12-27T08:26:30.000Z;Israeli Hospital to Start Fourth Covid Jab Efficacy Study A leading Israeli hospital will begin a study on Monday to determine the safety and efficacy of a fourth coronavirus vaccine dose.;13;45
Bloomberg;@business;2021-12-27T08:26:06.000Z;2021 Best Books on Business and Leadership Our annual list of what the most powerful people in business read this year.;7;26
Bloomberg;@business;2021-12-27T08:05:24.000Z;Binance Gets Its First Gulf Crypto Regulatory Nod in Bahrain Binance Holdings Ltd. received in-principle approval from Bahrain’s central bank to be a crypto-asset service provider in the kingdom, according to a statement from the company.;23;113
Bloomberg;@business;2021-12-27T07:10:44.000Z;Taiwan Stocks Close at Record High on Tech Rebound, Retail Boom Taiwan’s equity benchmark closed at a record high as a global rebound in tech hardware shares extended and retail investors continued to pile in.;5;34
Bloomberg;@business;2021-12-27T06:45:37.000Z;Palm Oil Declines After Four Days of Gains With Floods in Focus Palm oil retreated as some investors seek to lock in year-end gains, although concerns remain that floods in Malaysia will curb supplies.;3;14
Bloomberg;@business;2021-12-27T06:20:39.000Z;Australia’s Daily Covid Cases Surge Past 10,000 for First Time Australia reported more than 10,000 daily Covid-19 cases for the first time since the start of the pandemic amid the rapid spread of the omicron strain.;7;30
Bloomberg;@business;2021-12-27T06:20:05.000Z;Amber Heard Names Dog After Australia’s Deputy PM Following Spat Actress Amber Heard has named her new dog after Australia’s outspoken Deputy Prime Minister Barnaby Joyce, following a battle with the politician over pet quarantine during a visit to the country in...;19;10
Bloomberg;@business;2021-12-27T06:02:03.000Z;Director and producer Jean-Marc Vallée, who won an Emmy for directing the hit HBO series “Big Little Lies” and whose 2013 drama “Dallas Buyers Club” earned multiple Oscar nominations, has died. He was 58. (via AP) bloomberg.com 'Dallas Buyers Club' Director Jean-Marc Vallée Dead At 58 Los Angeles (AP) -- Director and producer Jean-Marc Vallée, who won an Emmy for directing the hit HBO series “Big Little Lies” and whose 2013 drama “Dallas Buyers Club” earned multiple Oscar nomina...;4;32
Bloomberg;@business;2021-12-27T04:16:02.000Z;China’s Industrial Firms’ Profits Slow on High Commodity Prices Profit growth at China’s industrial companies slowed in November to the weakest in more than a year as still-high commodity prices continued to hit profitability.;3;13
Bloomberg;@business;2021-12-27T04:07:32.000Z;Bitcoin Mining Entry Triggers a 6,700% Surge in Thai Tech Stock A world-beating share rally by a Thai technology company after it unveiled an expansion into Bitcoin mining has surprised even the firm’s chairman.;3;13
Bloomberg;@business;2021-12-27T03:47:02.000Z;Japan Offers Oil from Strategic Reserves Amid Coordinated Effort Japan is offering oil from its national reserves as other nations kick off a coordinated release from strategic stockpiles to rein in prices.;2;11
Bloomberg;@business;2021-12-27T03:45:06.000Z;Prices Set to Take Center Stage at Bank of Japan’s January Meet Bank of Japan board members are likely to pay closer attention to price trends at a meeting in January as they consider whether it still makes sense to flag downward risks for inflation.;2;6
Bloomberg;@business;2021-12-27T03:22:05.000Z;What You Need to Know About Web3, Crypto’s Attempt to Reinvent the Internet Enthusiasts say tokens can change computing. Is this the real deal or vaporware?;6;8
Bloomberg;@business;2021-12-27T03:20:05.000Z;China Begins City-Wide Disinfection of Xi’an to Fight Outbreak The western Chinese city of Xi’an has begun widespread disinfection measures since late Sunday to counter a jump in Covid infections that forced the lockdown of 13 million residents.;22;80
Bloomberg;@business;2021-12-27T03:15:43.000Z;Singapore to Require Vaccinations for Foreigners Working in City Singapore will require foreigners seeking to work, study or reside in the country to be vaccinated, as the business hub tightens some restrictions to prepare for an “inevitable” omicron wave.;14;29
Bloomberg;@business;2021-12-27T01:00:36.000Z;Sarah Weddington, Lawyer Who Successfully Argued Roe v. Wade, Dies At 76 Dallas (AP) -- Sarah Weddington, a Texas lawyer who as a 26 -year-old successfully argued the landmark abortion rights case Roe v. Wade before the U.S. Supreme Court, died Sunday. She was;7;23
Bloomberg;@business;2021-12-27T00:58:06.000Z;How China Beat Three U.S. Presidents to Dominate the Solar Industry China went all in on solar manufacturing and now produces three-quarters of the world’s supply.;12;23
Bloomberg;@business;2021-12-27T00:44:07.000Z;Singapore Adjusts Omicron Approach on Quarantines, Workplaces Singapore is adjusting its approach to managing omicron cases and will issue a seven-day health risk warning to close contacts of the variant rather than quarantining them for 10 days, the Ministry...;4;47
Bloomberg;@business;2021-12-27T00:07:03.000Z;‘Spider-Man’ Crosses $1 Billion to Lead Box Office for 2021 Spider-Man fans continued jamming theaters to see the newest installment of the superhero franchise, putting aside concerns about rising Covid-19 cases and pushing the film beyond the $1 billion mark...;10;48
Bloomberg;@business;2021-12-26T23:45:19.000Z;Major Storm Dumps Snow, Closes Mountain Routes in California Colfax, Calif. (AP) -- A major Christmas weekend storm caused whiteout conditions and closed key highways amid blowing snow in mountains of Northern California and Nevada, with forecasters warning...;6;11
Bloomberg;@business;2021-12-26T20:01:45.000Z;Coronavirus Can Persist for Months After Traversing Entire Body The coronavirus that causes Covid-19, SARS-CoV-2, can spread within days from the airways to the heart, brain and almost every organ system in the body, where it may persist for months, a study found.;12;47
Bloomberg;@business;2021-12-26T19:38:04.000Z;Many Women Exit Workforce for a Little-Talked About Reason It’s not every day that a FTSE 100 boss tells you about her nightly hot flashes.;3;11
Bloomberg;@business;2021-12-26T19:19:02.000Z;Trudeau Says China ‘Playing’ Western States Against Each Other Canadian Prime Minister Justin Trudeau said China has been “playing” Western states against each other and that democracies should present a “united front” in response.;36;80
Bloomberg;@business;2021-12-26T19:02:23.000Z;Curry, Warriors Beat Suns 116-107 to Regain Top Spot in NBA Phoenix (AP) -- The Golden State Warriors kept it close despite being short-handed, setting the stage for a player to take over down the stretch.;4;8
Bloomberg;@business;2021-12-26T18:40:45.000Z;Dining Out, Digitized Many restaurants dropped printed menus during the pandemic in favor of QR codes sending diners to online ordering platforms. Will eating out be the same?;4;10
Bloomberg;@business;2021-12-26T18:18:25.000Z;White House Isn’t Giving Up on Economic Package, Harris Says The Biden administration is seeking a path forward for its “Build Back Better” economic stimulus and social spending plan, Vice President Kamala Harris said Sunday.;23;24
Bloomberg;@business;2021-12-26T15:36:05.000Z;Xbox: The Oral History of an American Video Game Empire The original product was ungainly, over-budget and nearly canceled. Here’s how it became a hit and reshaped an industry.;3;10
Bloomberg;@business;2021-12-26T15:31:25.000Z;Fauci Warns of Complacency With Virus Set to Fill Hospitals Americans should stay vigilant against the omicron variant despite evidence its symptoms may be less severe because the volume of cases can still overwhelm hospitals, President Biden’s top medical...;30;39
Bloomberg;@business;2021-12-26T15:31:25.000Z;Holiday Sales Jump 8.5% as U.S. Consumers Return to Retailers U.S. holiday sales jumped 8.5% from last year as consumers spent more money on clothes, jewelry and electronics, a report from Mastercard SpendingPulse showed.;6;20
Bloomberg;@business;2021-12-26T15:12:06.000Z;Reactions to the Death of Former Archbishop Desmond Tutu Johannesburg (AP) -- Reactions to the death on Sunday of Nobel Peace Prize laureate and former Archbishop of Cape Town Desmond Tutu:;9;33
Bloomberg;@business;2021-12-26T14:45:31.000Z;Odd Lots Newsletter: It’s the Night After Christmas Welcome to the subscriber-only Odd Lots newsletter. Every week, Joe Weisenthal and Tracy Alloway bring you their thoughts on the most interesting developments in markets, finance and economics. Joe...;5;2
Bloomberg;@business;2021-12-26T14:31:56.000Z;Meme Madness, 68 New Highs: Superlatives Abound in 26% S&P Rally Superlatives followed one after another in 2021’s wild ride for U.S. stock investors.;11;15
Bloomberg;@business;2021-12-26T11:57:57.000Z;The Keys to a Successful Marriage, According to the Pope Rome (AP) -- Pope Francis is seeking to encourage married couples, acknowledging that the pandemic has aggravated some family problems but urging couples to seek help and always remember three key...;21;21
Bloomberg;@business;2021-12-26T11:42:44.000Z;German Industrial Engine Humming Though ‘It’s Not All Sunshine’ A majority of the small and medium-sized companies that power the German economy are in surprisingly good shape nearly two years into the coronavirus pandemic, according to a survey by consulting...;11;23
Bloomberg;@business;2021-12-26T11:38:43.000Z;Karolos Papoulias, Greek President in Austerity Era, Dies at 92 Karolos Papoulias, the former Greek resistance fighter who became president of the Hellenic Republic and helped the country form a government during the euro crisis, died on Sunday. He was 92.;13;28
Bloomberg;@business;2021-12-26T11:38:05.000Z;Businessweek’s 2021 Jealousy List All the stories we wish we wrote this year.;3;7
Bloomberg;@business;2021-12-26T11:23:08.000Z;Covid Variants, Supply Chain Chaos and an Insurrection Watched Around the World We look back at our defining events of the year and the photos that captured them.;6;11
Bloomberg;@business;2021-12-26T11:12:07.000Z;London Exodus Sees Record Spend on Homes Outside City, FT Says London residents spent the highest in a single year on housing outside the city in 2021, as people sought more living space during the coronavirus pandemic, the FT reported, citing an analysis of...;4;10
Bloomberg;@business;2021-12-26T10:44:05.000Z;Putin Praises U.S. Response to Security Proposals as ‘Positive’ Russian President Vladimir Putin praised what he described as a “positive” U.S. response to the Kremlin’s demands for legally binding security guarantees to defuse a stand-off over Ukraine as he...;3;29
Bloomberg;@business;2021-12-26T10:35:06.000Z;How a Year Full of Vaccine Promise Turned Into Another Covid Nightmare We look back at our defining events of the year and the photos that captured them.;10;17
Bloomberg;@business;2021-12-26T08:06:15.000Z;Anyone Seen Tether’s Billions? A wild search for the U.S. dollars supposedly backing the stablecoin at the center of the global cryptocurrency trade.;29;89
Bloomberg;@business;2021-12-26T07:28:27.000Z;JUST IN: Archbishop Desmond Tutu, who won the Nobel Peace Prize for his opposition to racial discrimination in South Africa, has died aged 90;15;140
Bloomberg;@business;2021-12-26T07:46:23.000Z;"“This is a moral universe; God is in charge of this world,” was a favorite saying of Desmond Tutu, who, as archbishop of Cape Town, liked to wear a T-shirt emblazoned: “Just Call Me Arch”";11;108
Bloomberg;@business;2021-12-26T07:43:53.000Z;Desmond Tutu, Apartheid Opponent Who Won Nobel Prize, Dies at 90 Archbishop Desmond Tutu, who won the Nobel Peace Prize for his opposition to racial discrimination in South Africa, has died. He was 90.;2;64
Bloomberg;@business;2021-12-26T07:16:14.000Z;The World’s Relentless Demand for Chips Turns Deadly in Malaysia Keeping supply chains running in the pandemic is putting ordinary people's lives at risk.;1;16
Bloomberg;@business;2021-12-26T06:51:18.000Z;Alex Jones' Wife Arrested on Domestic Violence Charge;26;25
Bloomberg;@business;2021-12-26T06:22:22.000Z;Rodgers Sets Team Record as Packers Hold Off Browns 24-22 Green Bay, Wis. (AP) -- Rasul Douglas and the Green Bay Packers’ pass defense didn't let the Cleveland Browns spoil Aaron Rodgers’ milestone day.;3;4
Bloomberg;@business;2021-12-26T06:18:50.000Z;China Reports Most Daily Local Infection Cases Since January;8;29
Bloomberg;@business;2021-12-26T06:18:14.000Z;UAE Intends to Remove Monopolies of Some Family Businesses: FT;2;30
Bloomberg;@business;2021-12-26T04:45:33.000Z;"These Are the 50 Best Bars in the World Right Now London is the place to drink, according to the World’s Best Bars list; the city took the top two spots this year.";3;15
Bloomberg;@business;2021-12-26T04:30:09.000Z;Reinventing Internal Job Boards to Fight the Great Resignation Big employers such as Unilever and Seagate are hiring talent-management startups to help employees find opportunities inside the company.;3;17
Bloomberg;@business;2021-12-26T04:22:04.000Z;3 Members of K-Pop Sensation BTS Diagnosed With Covid Three members of the K-pop superstar group BTS have been infected with the coronavirus after returning from abroad, their management agency said.;7;20
Bloomberg;@business;2021-12-26T04:22:04.000Z;Denis Shapovalov Tests Positive for Covid Ahead of ATP Cup Canada's Denis Shapovalov has announced he has tested positive for COVID-19 after arriving in Sydney for the ATP Cup.;5;13
Bloomberg;@business;2021-12-26T04:18:01.000Z;Airbnb Is Spending Millions of Dollars to Make Nightmares Go Away When things go horribly wrong during a stay—the company’s secretive safety team jumps in.;5;33
Bloomberg;@business;2021-12-26T04:00:05.000Z;Crypto Barrels Toward 2022 After Adding $1.5 Trillion in Value Digital assets had a breakout year in 2021 and prices took off, but there’s more to the story. Five key charts tell the tale.;3;18
Bloomberg;@business;2021-12-26T03:59:02.000Z;Moderna’s Next Act Is Using mRNA vs. Flu, Zika, HIV, and Cancer The biotech has reached a $100 billion market cap. But after Covid, the challenges get even bigger.;12;70
Bloomberg;@business;2021-12-26T03:47:06.000Z;Biden Is Hit With ‘Brandon’ Slur in Call With Military Families A traditional White House holiday call with military families ended awkwardly Friday when one father told President Joe Biden, “Let’s Go Brandon,” a slur used by some conservatives, and hung up after...;41;20
Bloomberg;@business;2021-12-26T01:54:28.000Z;Suicide Bomber Attacks Bar in Eastern Congo, Killing 6 Beni, Congo (AP) -- A suicide bomber attacked a restaurant and bar Saturday as patrons gathered on Christmas Day, killing at least six others in an eastern Congolese town where Islamic extremists are...;6;27
Bloomberg;@business;2021-12-26T01:49:55.000Z;World Economy Now Set to Surpass $100 Trillion in;13;54
Bloomberg;@business;2021-12-26T01:47:40.000Z;Parts of California Get a White Christmas After Snowfall;7;26
Bloomberg;@business;2021-12-26T01:36:20.000Z;When Will China Rule the World? Maybe Never Shrinking population, reform failure and international isolation may block its rise.;80;84
Bloomberg;@business;2021-12-26T01:00:10.000Z;These Companies Pollute the World More Than Entire Nations Some Chinese companies single-handedly create more carbon emissions than entire countries.;43;124
Bloomberg;@business;2021-12-25T23:07:38.000Z;Yemen President Fires Governor of Oil-Rich Shabwa Province;1;16
Bloomberg;@business;2021-12-25T22:30:42.000Z;With Didi seeking a Hong Kong listing less than a year after its tumultuous debut in New York, investors are looking for other U.S.-traded Chinese names that could potentially offer shares closer to home amid regulatory pressures;4;9
Bloomberg;@business;2021-12-25T22:14:00.000Z;MSCI, the largest ESG rating company, doesn’t even try to measure the impact of a corporation on the world. It’s all about whether the world might mess with the bottom line;5;10
Bloomberg;@business;2021-12-25T22:02:01.000Z;2021 in Graphics Here’s how we told some of 2021’s most important stories with charts, maps and visuals.;1;12
Bloomberg;@business;2021-12-25T21:43:53.000Z;Ghislaine Maxwell Turns 60 Behind Bars as Verdict Looms New York (AP) -- Ghislaine Maxwell reached her 60th birthday behind bars Saturday as she awaited the outcome of her sex trafficking trial.;6;9
Bloomberg;@business;2021-12-25T21:10:40.000Z;MapLab: The Cities Where Chain Restaurants Dominate Whether they’re boarded up, bustling or newly rebranded, restaurants are among the clearest symbols of the pandemic’s impact on urban economies. Nearly 17% of U.S. eateries shuttered permanently or...;3;27
Bloomberg;@business;2021-12-25T17:29:24.000Z;India to Vaccinate Teens, Provide Booster for Health Workers India will begin vaccinating teenagers from the ages of 15 to 18 from Jan. 3 and also administer booster vaccine doses for health-care workers a week later, as omicron-fueled Covid-19 cases spike,...;5;20
Bloomberg;@business;2021-12-25T17:15:59.000Z;German, Russian Officials to Meet to Discuss Ukraine: Reuters German Chancellor Olaf Scholz’s foreign policy adviser Jens Ploetner and Russia’s Ukraine negotiator Dmitry Kozak agreed to meet next month to try to reduce tensions over Ukraine, Reuters reported,...;4;21
Bloomberg;@business;2021-12-25T16:08:22.000Z;Death Toll in Massive Bangladesh Ferry Fire Rises to 40 Dhaka, Bangladesh (AP) -- Bangladeshi authorities buried 23 unclaimed bodies on Saturday after a day-long search failed to recover more victims or survivors of a massive fire on a crowded river ferry...;4;22
Bloomberg;@business;2021-12-25T13:05:22.000Z;Greece: Death Toll From Capsized Migrant Boat Rises to 16 Athens, Greece (AP) -- At least 16 people died after a migrant boat capsized in the Aegean Sea late Friday, bringing the three-day death toll from such shipwrecks in Greek waters to at least 30.;1;15
Bloomberg;@business;2021-12-25T12:50:07.000Z;On Christmas, Pope Prays for Vaccines for the Poor Rome (AP) -- Pope Francis prayed Saturday for an end to the coronavirus pandemic, using his Christmas Day address to urge health care for all, vaccines for the poor and for dialogue to prevail in...;21;39
Bloomberg;@business;2021-12-25T12:50:07.000Z;Norway Wealth Fund CEO Sees Market Weakness, Inflation Threat The head of Norway’s $1.4 trillion wealth fund said he expects a lengthy period of weakness in financial markets and warned that inflation could be the most significant challenge ahead.;1;30
Bloomberg;@business;2021-12-25T12:22:57.000Z;China’s Central Bank Vows Greater Support for Real Economy China’s central bank pledged greater support for the real economy, and said it will make monetary policy more forward-looking and targeted.;2;14
Bloomberg;@business;2021-12-25T12:16:02.000Z;Intel to Expand in France, Germany and Italy in Comeback Effort Intel Corp.’s global push to increase capacity will include adding facilities in France and Italy, as well as putting a major production site in Germany, according to people familiar with negotiati...;7;34
Bloomberg;@business;2021-12-25T12:04:25.000Z;Russia Blocks Website of Group That Tracks Political Arrests Moscow (AP) -- A Russian organization that tracks political arrests and provides legal aid to detainees said Saturday that government regulators blocked its website, the latest move in a months-long...;2;24
Bloomberg;@business;2021-12-25T09:47:43.000Z;Mali Denies Deployment of Mercenaries From Russia’s Wagner Group Mali denied any deployment of Russian mercenaries after Western allies said they’d seen members of the Wagner Group in the West African country.;8;14
Bloomberg;@business;2021-12-25T09:05:37.000Z;China Q&A Site Zhihu Is Said to Mull Hong Kong IPO: Paper Chinese question-and-answer website Zhihu Inc., which went public in the U.S. in March this year, is said to be considering another initial public offering in Hong Kong, local media the Paper...;4;6
Bloomberg;@business;2021-12-25T08:59:03.000Z;Rich Asian Families Are Pouring Millions Into Impact Investing I(x) Investments, a firm co-founded by Warren Buffett’s grandson, is among those turning East to put private capital to work addressing issues such as climate change.;6;11
Bloomberg;@business;2021-12-25T08:48:18.000Z;Russia Returns Some Troops to Base After Training Near Ukraine The Russian Defense Ministry said more than 10,000 troops would return to their permanent bases in the Southern Military District after over a month of training in the region, including in areas near...;12;39
Bloomberg;@business;2021-12-25T07:42:42.000Z;How Can I Protect a Child Too Young for a Covid-19 Vaccine? (AP) -- How can I protect a child too young for a COVID-19 vaccine?;12;10
Bloomberg;@business;2021-12-25T07:19:08.000Z;China Urged to Close Loopholes in Crypto Mining Ban;13;33
Bloomberg;@business;2021-12-25T04:57:24.000Z;Spanish King’s Annual Speech Warns Against Virus Complacency;4;11
Bloomberg;@business;2021-12-25T04:57:23.000Z;Christmas Boost: NBA Continues Quest for More Shots in Arms The NBA’s Christmas message to its teams was a refrain it has been using for weeks: Get boosted.;1;4
Bloomberg;@business;2021-12-25T04:50:40.000Z;Judge Upholds Ruling Against NYT Over Project Veritas Memos;3;17
Bloomberg;@business;2021-12-25T04:43:43.000Z;Apple Gets Dutch Antitrust Order to Open Up App Payments;2;22
Bloomberg;@business;2021-12-25T04:21:23.000Z;How TikTok Chooses Which Songs Go Viral The app’s hits seem to emerge organically, but the success of artists like Megan Thee Stallion reveals a highly managed curation process.;5;18
Bloomberg;@business;2021-12-25T03:45:05.000Z;Japan Defense Ministry Finds Security Threat in Hack;5;20
Bloomberg;@business;2021-12-25T02:59:02.000Z;Here’s Why So Many People Intend to Die With Money in the Bank Close to two-thirds say “saving as much as I can makes me feel happy and fulfilled.”;9;14
Bloomberg;@business;2021-12-25T01:16:04.000Z;Your Evening Briefing: Weaker Variant, New Drugs Bring Holiday Hope Get caught up.;5;24
Bloomberg;@business;2021-12-25T01:15:05.000Z;Airlines Scrap 1,000 U.S. Holiday-Weekend Flights as Covid Bites;4;25
